airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price,date
Air India,3433,Chennai,Evening,0,Afternoon,Goa,Business,4.79,48,2550,1/10/2023
SpiceJet,6463,Bangalore,Afternoon,2,Evening,Kolkata,Business,3.84,47,7574,1/11/2023
Air India,1583,Chennai,Morning,1,Evening,Kolkata,Business,1.03,44,7411,1/12/2023
IndiGo,9586,Mumbai,Evening,2,Night,Kolkata,Economy,4.06,9,3587,1/13/2023
SpiceJet,4788,Mumbai,Evening,1,Morning,Pune,Economy,3.06,40,12014,1/14/2023
SpiceJet,5167,Delhi,Morning,0,Evening,Pune,Economy,4.12,50,7920,1/15/2023
IndiGo,9465,Delhi,Evening,2,Evening,Goa,Economy,3.09,23,7260,1/16/2023
SpiceJet,2389,Chennai,Night,2,Night,Pune,Business,3.56,50,13409,1/17/2023
SpiceJet,9357,Bangalore,Afternoon,2,Night,Hyderabad,Economy,4.15,13,13688,1/18/2023
Air India,7154,Chennai,Afternoon,1,Evening,Goa,Business,2.62,59,6409,1/19/2023
SpiceJet,6420,Chennai,Afternoon,1,Morning,Pune,Economy,1.01,32,14471,1/20/2023
Vistara,9920,Chennai,Night,0,Evening,Kolkata,Business,4.4,50,7783,1/21/2023
IndiGo,3043,Chennai,Afternoon,1,Night,Hyderabad,Economy,2.52,15,2712,1/22/2023
Air India,5197,Mumbai,Morning,1,Night,Kolkata,Business,2.98,36,12367,1/23/2023
Air India,4496,Bangalore,Evening,0,Evening,Goa,Economy,1.03,49,7406,1/24/2023
Vistara,1778,Mumbai,Night,2,Morning,Kolkata,Business,2.97,5,9990,1/25/2023
IndiGo,1213,Bangalore,Afternoon,2,Evening,Pune,Economy,4.95,22,9420,1/26/2023
IndiGo,4762,Delhi,Morning,0,Evening,Pune,Business,2.11,16,14264,1/27/2023
Air India,7731,Chennai,Evening,2,Night,Goa,Business,2.58,41,14041,1/28/2023
SpiceJet,4117,Mumbai,Evening,1,Morning,Kolkata,Economy,3.75,10,8843,1/29/2023
Air India,6791,Bangalore,Night,0,Afternoon,Goa,Business,4.26,24,4433,1/30/2023
IndiGo,9783,Delhi,Night,0,Morning,Kolkata,Economy,2.67,18,5301,1/1/2023
Vistara,3720,Delhi,Night,0,Evening,Hyderabad,Economy,2.24,49,2270,1/2/2023
Air India,9905,Chennai,Morning,2,Evening,Pune,Economy,4.75,18,11986,1/3/2023
IndiGo,7047,Bangalore,Morning,0,Evening,Goa,Business,3.71,7,12654,1/4/2023
Air India,9032,Mumbai,Night,0,Morning,Hyderabad,Business,1.48,4,14485,1/5/2023
SpiceJet,1001,Chennai,Afternoon,0,Night,Hyderabad,Economy,1.28,26,13586,1/6/2023
Air India,7368,Mumbai,Evening,2,Evening,Goa,Economy,2.93,5,3079,1/7/2023
Air India,2949,Delhi,Evening,1,Evening,Goa,Business,1.88,55,13070,1/8/2023
IndiGo,7732,Mumbai,Morning,0,Morning,Hyderabad,Business,2.02,16,7322,1/9/2023
IndiGo,8833,Mumbai,Evening,1,Afternoon,Kolkata,Business,4.51,35,14915,1/10/2023
IndiGo,1917,Chennai,Afternoon,2,Afternoon,Hyderabad,Economy,1.36,26,10795,1/11/2023
Air India,4174,Mumbai,Evening,2,Night,Goa,Economy,3.86,18,7257,1/12/2023
SpiceJet,8014,Chennai,Morning,2,Night,Hyderabad,Economy,2.08,29,9982,1/13/2023
Vistara,1089,Delhi,Morning,2,Evening,Kolkata,Economy,4.04,23,11777,1/14/2023
Vistara,2709,Chennai,Afternoon,1,Morning,Pune,Economy,3.89,53,13249,1/15/2023
IndiGo,4041,Chennai,Afternoon,0,Evening,Pune,Business,1.03,14,8214,1/16/2023
IndiGo,1105,Bangalore,Evening,2,Night,Hyderabad,Economy,3.04,15,7006,1/17/2023
Air India,9619,Mumbai,Evening,2,Morning,Kolkata,Business,1.56,49,5985,1/18/2023
Vistara,2895,Delhi,Morning,1,Morning,Pune,Business,4.46,33,14881,1/19/2023
IndiGo,7090,Chennai,Afternoon,1,Night,Hyderabad,Economy,4.49,25,11587,1/20/2023
SpiceJet,9508,Delhi,Afternoon,2,Afternoon,Hyderabad,Business,2.67,21,13880,1/21/2023
SpiceJet,7082,Bangalore,Afternoon,0,Afternoon,Kolkata,Economy,2.78,17,10791,1/22/2023
IndiGo,1634,Mumbai,Evening,0,Morning,Goa,Business,2.21,23,10705,1/23/2023
IndiGo,2925,Chennai,Afternoon,2,Evening,Hyderabad,Economy,3.87,57,7991,1/24/2023
Vistara,3056,Mumbai,Morning,1,Afternoon,Goa,Economy,2.43,43,8227,1/25/2023
Vistara,7917,Bangalore,Morning,2,Evening,Goa,Business,2.07,17,11258,1/26/2023
Air India,4144,Bangalore,Evening,2,Afternoon,Pune,Economy,2.73,58,9833,1/27/2023
Vistara,1552,Delhi,Night,1,Afternoon,Goa,Business,1.37,14,4886,1/28/2023
SpiceJet,9907,Chennai,Evening,2,Evening,Kolkata,Economy,3.99,29,4653,1/29/2023
SpiceJet,6383,Delhi,Night,2,Night,Pune,Economy,1.05,20,11280,1/30/2023
IndiGo,4911,Bangalore,Afternoon,2,Afternoon,Pune,Economy,3.58,30,14577,1/1/2023
Vistara,4389,Mumbai,Evening,1,Afternoon,Pune,Business,1.73,19,6864,1/2/2023
Air India,9442,Delhi,Morning,0,Evening,Hyderabad,Business,1.93,53,4514,1/3/2023
SpiceJet,3430,Delhi,Afternoon,0,Night,Hyderabad,Economy,3.54,39,5969,1/4/2023
SpiceJet,1458,Mumbai,Morning,1,Afternoon,Goa,Business,4.97,56,5284,1/5/2023
Air India,1207,Delhi,Afternoon,0,Afternoon,Pune,Economy,4.11,13,9740,1/6/2023
Air India,1899,Mumbai,Evening,2,Night,Pune,Business,1.9,18,6566,1/7/2023
SpiceJet,1021,Chennai,Night,0,Afternoon,Kolkata,Business,1.7,23,4196,1/8/2023
SpiceJet,9601,Mumbai,Afternoon,2,Night,Goa,Economy,4.46,46,14375,1/9/2023
Air India,1894,Chennai,Night,0,Night,Kolkata,Economy,2.78,33,2789,1/10/2023
SpiceJet,1514,Mumbai,Afternoon,1,Evening,Goa,Economy,1.55,39,5475,1/11/2023
IndiGo,8294,Bangalore,Morning,0,Morning,Goa,Economy,4.45,40,13345,1/12/2023
IndiGo,5904,Bangalore,Morning,0,Night,Hyderabad,Economy,4.26,18,11856,1/13/2023
Air India,8867,Chennai,Afternoon,0,Evening,Hyderabad,Business,4.94,9,3309,1/14/2023
Vistara,5109,Chennai,Night,1,Morning,Kolkata,Business,4.64,33,2864,1/15/2023
Air India,8179,Bangalore,Evening,0,Afternoon,Goa,Economy,4.41,32,14055,1/16/2023
Air India,2560,Chennai,Evening,1,Morning,Pune,Economy,1.21,54,7389,1/17/2023
Vistara,2266,Mumbai,Morning,2,Night,Hyderabad,Economy,1.42,17,5363,1/18/2023
Vistara,4638,Mumbai,Evening,0,Night,Pune,Business,3.28,19,13716,1/19/2023
Vistara,9941,Bangalore,Morning,1,Night,Kolkata,Economy,3.13,27,13978,1/20/2023
IndiGo,4427,Delhi,Evening,1,Night,Hyderabad,Economy,2.83,6,10215,1/21/2023
SpiceJet,5780,Mumbai,Afternoon,0,Night,Hyderabad,Business,2.59,35,5003,1/22/2023
IndiGo,2927,Chennai,Morning,2,Evening,Goa,Business,2.72,56,10502,1/23/2023
SpiceJet,3356,Delhi,Morning,1,Night,Kolkata,Business,3.28,37,3231,1/24/2023
IndiGo,5790,Delhi,Afternoon,0,Evening,Goa,Business,1.01,34,9959,1/25/2023
SpiceJet,1306,Mumbai,Morning,2,Afternoon,Hyderabad,Economy,2.04,20,13980,1/26/2023
IndiGo,8979,Mumbai,Evening,1,Night,Kolkata,Business,3.07,25,4711,1/27/2023
Vistara,4665,Delhi,Evening,1,Night,Hyderabad,Business,3.89,4,8581,1/28/2023
Air India,8057,Delhi,Morning,2,Morning,Kolkata,Economy,1.7,10,9705,1/29/2023
IndiGo,1661,Bangalore,Evening,2,Afternoon,Hyderabad,Economy,3.19,10,14993,1/30/2023
SpiceJet,5644,Chennai,Night,0,Night,Pune,Economy,3.86,24,2421,1/1/2023
Vistara,9503,Bangalore,Morning,0,Night,Pune,Business,2.78,21,11965,1/2/2023
IndiGo,3920,Mumbai,Afternoon,1,Afternoon,Goa,Economy,1.11,11,13760,1/3/2023
IndiGo,9946,Bangalore,Night,2,Evening,Pune,Business,2.8,27,2946,1/4/2023
Vistara,7236,Bangalore,Morning,2,Night,Hyderabad,Business,2.19,16,11378,1/5/2023
IndiGo,7078,Bangalore,Afternoon,2,Morning,Hyderabad,Business,4.72,26,3834,1/6/2023
Air India,1352,Bangalore,Evening,1,Night,Pune,Economy,1.5,30,3564,1/7/2023
IndiGo,8005,Chennai,Afternoon,2,Morning,Goa,Business,3.61,49,9332,1/8/2023
Air India,1158,Chennai,Night,2,Morning,Pune,Economy,1.21,16,6944,1/9/2023
Air India,1956,Delhi,Evening,1,Night,Kolkata,Economy,2.78,7,12139,1/10/2023
Vistara,3071,Mumbai,Morning,0,Night,Kolkata,Economy,3.22,16,3308,1/11/2023
IndiGo,9595,Bangalore,Evening,0,Morning,Kolkata,Business,2.19,35,4986,1/12/2023
Vistara,4453,Delhi,Morning,1,Afternoon,Pune,Business,2.82,58,2386,1/13/2023
IndiGo,7675,Delhi,Morning,2,Afternoon,Pune,Business,1.65,16,8131,1/14/2023
IndiGo,1955,Delhi,Afternoon,1,Night,Pune,Economy,2.22,40,11353,1/15/2023
SpiceJet,7295,Chennai,Afternoon,0,Evening,Kolkata,Business,3.48,12,5258,1/16/2023
IndiGo,2712,Bangalore,Afternoon,0,Afternoon,Goa,Business,2.21,35,8121,1/17/2023
Vistara,5703,Bangalore,Night,1,Night,Hyderabad,Business,4.6,49,6811,1/18/2023
Air India,7563,Mumbai,Night,1,Afternoon,Pune,Business,3.51,21,8574,1/19/2023
IndiGo,6631,Bangalore,Afternoon,0,Evening,Goa,Business,2.75,50,8697,1/20/2023
SpiceJet,2394,Bangalore,Night,1,Night,Hyderabad,Economy,1.16,43,5933,1/21/2023
Vistara,5732,Delhi,Evening,0,Evening,Hyderabad,Economy,3.0,36,13039,1/22/2023
IndiGo,4714,Mumbai,Evening,1,Night,Hyderabad,Economy,4.06,48,14713,1/23/2023
Vistara,1529,Bangalore,Night,1,Evening,Goa,Economy,2.06,17,3439,1/24/2023
SpiceJet,3958,Chennai,Night,1,Afternoon,Goa,Business,4.23,32,8169,1/25/2023
SpiceJet,8904,Bangalore,Evening,0,Afternoon,Kolkata,Economy,2.01,41,13634,1/26/2023
Vistara,4591,Delhi,Morning,1,Evening,Goa,Business,4.29,6,6480,1/27/2023
IndiGo,7895,Chennai,Evening,0,Evening,Goa,Economy,1.34,24,2055,1/28/2023
Air India,1525,Delhi,Evening,0,Evening,Goa,Economy,4.46,27,5324,1/29/2023
SpiceJet,7477,Bangalore,Night,1,Night,Hyderabad,Economy,3.0,20,8777,1/30/2023
IndiGo,1001,Chennai,Evening,1,Afternoon,Pune,Business,2.19,25,2105,1/1/2023
IndiGo,1374,Mumbai,Night,0,Night,Kolkata,Business,2.06,2,5201,1/2/2023
Air India,5648,Mumbai,Night,0,Afternoon,Pune,Economy,2.73,9,2669,1/3/2023
SpiceJet,3365,Chennai,Afternoon,2,Morning,Pune,Business,5.0,28,14663,1/4/2023
SpiceJet,2525,Chennai,Evening,0,Night,Goa,Economy,1.88,53,10934,1/5/2023
IndiGo,2646,Delhi,Morning,2,Afternoon,Kolkata,Economy,1.41,38,2966,1/6/2023
IndiGo,1013,Chennai,Afternoon,2,Afternoon,Pune,Economy,3.34,3,2307,1/7/2023
Air India,5599,Delhi,Night,2,Night,Pune,Business,2.95,20,4138,1/8/2023
Air India,3278,Bangalore,Night,1,Night,Kolkata,Economy,3.1,6,13656,1/9/2023
SpiceJet,4155,Delhi,Morning,1,Afternoon,Goa,Economy,3.67,39,2109,1/10/2023
Vistara,9321,Chennai,Night,0,Night,Pune,Economy,2.07,33,5632,1/11/2023
SpiceJet,4814,Chennai,Evening,2,Evening,Hyderabad,Business,4.64,55,8728,1/12/2023
IndiGo,4216,Bangalore,Afternoon,1,Night,Pune,Economy,2.74,1,14627,1/13/2023
SpiceJet,9219,Chennai,Night,1,Night,Hyderabad,Business,1.52,37,7684,1/14/2023
Vistara,3113,Chennai,Night,1,Night,Goa,Economy,3.97,6,8499,1/15/2023
Air India,5356,Mumbai,Morning,1,Afternoon,Pune,Business,3.57,45,3915,1/16/2023
Vistara,6543,Mumbai,Evening,1,Evening,Kolkata,Economy,2.26,34,14455,1/17/2023
Vistara,5555,Bangalore,Night,2,Morning,Kolkata,Economy,3.49,47,2556,1/18/2023
Vistara,8062,Delhi,Morning,2,Morning,Pune,Business,1.88,15,9619,1/19/2023
Air India,4374,Mumbai,Night,2,Evening,Goa,Business,2.78,45,2104,1/20/2023
Vistara,7430,Delhi,Morning,2,Evening,Goa,Economy,4.6,26,4047,1/21/2023
Vistara,4466,Chennai,Morning,0,Evening,Kolkata,Business,1.53,57,2145,1/22/2023
Vistara,4081,Mumbai,Evening,2,Afternoon,Pune,Economy,2.55,14,12955,1/23/2023
IndiGo,1629,Bangalore,Night,1,Morning,Goa,Economy,4.28,58,2873,1/24/2023
Vistara,1269,Bangalore,Evening,2,Evening,Kolkata,Economy,4.88,54,2298,1/25/2023
Air India,6724,Bangalore,Morning,0,Afternoon,Hyderabad,Business,2.82,7,5238,1/26/2023
Vistara,6897,Mumbai,Afternoon,1,Morning,Pune,Economy,3.03,46,10837,1/27/2023
Vistara,4432,Delhi,Night,2,Night,Hyderabad,Business,3.29,58,14925,1/28/2023
Air India,7276,Chennai,Afternoon,2,Afternoon,Hyderabad,Economy,4.73,31,8382,1/29/2023
Vistara,6895,Delhi,Night,2,Morning,Goa,Business,4.43,24,13270,1/30/2023
Air India,8115,Delhi,Evening,1,Afternoon,Goa,Business,1.68,59,4511,1/1/2023
Vistara,7656,Chennai,Evening,1,Morning,Goa,Economy,2.75,31,8596,1/2/2023
Air India,1575,Chennai,Evening,0,Morning,Pune,Business,2.86,29,2783,1/3/2023
Vistara,8029,Mumbai,Evening,1,Night,Hyderabad,Economy,4.16,42,6992,1/4/2023
Vistara,7099,Mumbai,Evening,1,Afternoon,Pune,Economy,3.41,32,2370,1/5/2023
IndiGo,4192,Mumbai,Afternoon,2,Evening,Goa,Economy,3.62,17,2486,1/6/2023
IndiGo,4178,Mumbai,Evening,1,Night,Hyderabad,Economy,4.99,14,9378,1/7/2023
Vistara,7052,Mumbai,Morning,2,Night,Pune,Economy,1.3,40,12229,1/8/2023
Vistara,3734,Chennai,Morning,2,Morning,Pune,Business,1.89,36,5196,1/9/2023
SpiceJet,7116,Delhi,Afternoon,1,Evening,Kolkata,Economy,2.63,58,11552,1/10/2023
